"","UserID","ProblemID","improved","overalGradeDiff","CountofSubmissions","countOfVideoandForumEvents","avgTbwSubs"
"29","0a6de3bd3bbbbc16b06b1b44a142f008be173bc7",14,"Yes",14.6666666666667,2,5,226.5
"30","0a6de3bd3bbbbc16b06b1b44a142f008be173bc7",15,"No",90,3,8,588.333333333333
"31","0a747e3beab9bda93d63239e192b4c594e96a414",4,"No",0,2,66,137473
"32","0a747e3beab9bda93d63239e192b4c594e96a414",14,"Yes",13.3333333333334,2,2,41020.5
"33","0ac27ba1cbc6db8eb552fcd068098d08698d5314",4,"No",50,3,676,119857
"34","0ac27ba1cbc6db8eb552fcd068098d08698d5314",4,"Yes",0,2,40,1740.5
"35","0ac27ba1cbc6db8eb552fcd068098d08698d5314",5,"No",-11.1111111111111,3,1566,230095.666666667
"36","0ac27ba1cbc6db8eb552fcd068098d08698d5314",7,"No",-100,4,530,86625.75
"37","0ac27ba1cbc6db8eb552fcd068098d08698d5314",7,"Yes",20,2,750,170158
"38","0ac27ba1cbc6db8eb552fcd068098d08698d5314",8,"No",-87.5,2,806,179830.5
"39","0ac27ba1cbc6db8eb552fcd068098d08698d5314",14,"No",6.6666666666666,2,141,113505
"40","0ac27ba1cbc6db8eb552fcd068098d08698d5314",14,"Yes",13.3333333333333,2,229,18803
"41","0ae95c500708f6fde84e95782d4724c23f311049",5,"No",37.7777777777778,3,22,29132.6666666667
"42","0ae95c500708f6fde84e95782d4724c23f311049",8,"Yes",0,2,9,806.5
"43","0ae95c500708f6fde84e95782d4724c23f311049",14,"No",93.3333333333333,9,65,50397
"44","0ae95c500708f6fde84e95782d4724c23f311049",14,"Yes",26.6666666666667,7,51,69181
"45","0ae95c500708f6fde84e95782d4724c23f311049",15,"No",40,5,82,118523.8
"46","0b58e5cf62414cc23a81d3f4d7b3c45156c84bf4",4,"No",75,3,25,10795
"47","0b58e5cf62414cc23a81d3f4d7b3c45156c84bf4",7,"No",57.1428571428571,2,211,40377.5
"48","0b58e5cf62414cc23a81d3f4d7b3c45156c84bf4",7,"Yes",17.1428571428571,2,10,33182
"49","0b58e5cf62414cc23a81d3f4d7b3c45156c84bf4",8,"No",12.5,2,6,28336
"50","0b58e5cf62414cc23a81d3f4d7b3c45156c84bf4",9,"No",12.5,8,62,52165.25
"51","0b58e5cf62414cc23a81d3f4d7b3c45156c84bf4",9,"Yes",25,3,36,29573.3333333333
"52","0b58e5cf62414cc23a81d3f4d7b3c45156c84bf4",11,"No",77.7777777777778,4,23,31441.25
"53","0b58e5cf62414cc23a81d3f4d7b3c45156c84bf4",14,"No",0,9,66,1718.77777777778
"54","0b58e5cf62414cc23a81d3f4d7b3c45156c84bf4",15,"No",0,2,14,1432
"55","0b5b1cf52d8305187b016eb3943f60b98f03e3fb",14,"No",0,7,53,1227.57142857143
"56","0c8d8f1f92f91acc0803dcfb2832213910a76339",2,"No",0,2,49,4935.5
"57","0c8d8f1f92f91acc0803dcfb2832213910a76339",5,"No",0,5,226,85174
"58","0c8d8f1f92f91acc0803dcfb2832213910a76339",8,"No",0,6,51,21190.5
"59","0c8d8f1f92f91acc0803dcfb2832213910a76339",8,"Yes",37.5,2,33,11692
"60","0c8d8f1f92f91acc0803dcfb2832213910a76339",9,"No",0,4,140,51285.5
"61","0c8d8f1f92f91acc0803dcfb2832213910a76339",11,"Yes",46.6666666666667,3,52,25865.6666666667
"62","0c8d8f1f92f91acc0803dcfb2832213910a76339",14,"No",80,12,102,105255
"63","0d10cefad14c31b38731f3b83635d3f176f73b9a",2,"No",0,2,3,2312
"64","0d10cefad14c31b38731f3b83635d3f176f73b9a",2,"Yes",80,2,45,312072
"65","0d10cefad14c31b38731f3b83635d3f176f73b9a",4,"No",-25,3,40,230037.666666667
"66","0d10cefad14c31b38731f3b83635d3f176f73b9a",5,"No",0,5,40,16425.4
"67","0d10cefad14c31b38731f3b83635d3f176f73b9a",7,"No",0,8,147,74730.875
"68","0d2c38a2292032b978f69830ed2606ddd81b2b98",4,"No",90,5,31,4634.2
"69","0d2c38a2292032b978f69830ed2606ddd81b2b98",8,"No",-75,3,19,39389.6666666667
"70","0d2c38a2292032b978f69830ed2606ddd81b2b98",8,"Yes",22.5,3,30,4050.66666666667
"71","0d2c38a2292032b978f69830ed2606ddd81b2b98",14,"No",26.6666666666667,6,82,200818.833333333
"72","0d93d51fa54840d4349b228dba4ac27ec9092c7c",14,"No",0,2,53,297913.5
"73","0d93d51fa54840d4349b228dba4ac27ec9092c7c",14,"Yes",6.6666666666666,2,6,615
"74","0d93d51fa54840d4349b228dba4ac27ec9092c7c",15,"No",0,3,42,29149.3333333333
"75","0e0f40b73804446fc50d2606dcaaf05fed0b3e72",14,"No",6.6666666666667,2,5,1227
"76","0e0f40b73804446fc50d2606dcaaf05fed0b3e72",14,"Yes",46.6666666666667,3,13,3847
"77","0e5e08d2db6c186fa99bf175836039482a6300f0",5,"Yes",22.2222222222222,3,26,26738
"78","0e5e08d2db6c186fa99bf175836039482a6300f0",9,"Yes",15,3,19,2225.33333333333
"79","0e5e08d2db6c186fa99bf175836039482a6300f0",14,"No",2.6666666666667,4,10,12947
"80","0e5e08d2db6c186fa99bf175836039482a6300f0",15,"No",30,3,22,294637
"81","0e5e08d2db6c186fa99bf175836039482a6300f0",15,"Yes",30,2,11,905.5
"82","0ea54e3d22e1be7ba9628a0740bc4d1288916181",1,"No",0,2,22,29005
"83","0eb4f070f9f7640d4e4d1fb6381aa55e467b6270",4,"Yes",75,2,26,23970
"84","0efafc9b702ac008ac18cb3501b1bbd760591abf",1,"No",0,2,11,263.5
"85","0efafc9b702ac008ac18cb3501b1bbd760591abf",4,"No",75,3,13,365
"86","0efafc9b702ac008ac18cb3501b1bbd760591abf",8,"Yes",12.5,2,12,370.5
"87","0efafc9b702ac008ac18cb3501b1bbd760591abf",9,"No",0,4,14,1144.25
"88","0fc20f34def5e9968a55256444d0fcacfe0b4653",1,"No",0,2,18,342.5
"89","100843a937ee8a0a70bf7e1a0fb05637b14da5b3",1,"No",-87.5,2,4,145.5
"90","100843a937ee8a0a70bf7e1a0fb05637b14da5b3",14,"No",0,2,12,3588
"91","10142380dd2f9600028c1b790cac1e7db567e96e",4,"No",0,2,10,966
"92","10142380dd2f9600028c1b790cac1e7db567e96e",5,"Yes",44.4444444444444,3,10,1353
"93","1066262af7c878c5401596101ea3e17be68a9347",4,"No",75,2,54,837.5
"94","107a66acd3022527da3fc2da777e110e7359da03",14,"Yes",6.6666666666667,2,5,174448.5
"95","107a66acd3022527da3fc2da777e110e7359da03",15,"Yes",30,2,3,44363
"96","10c30f0bab836eea8ecec536fa4c048186b041a6",4,"No",35,2,39,39835.5
"97","10e093aafbdd05d931d96a35bccc161a40270d61",7,"No",0,3,8,139
"98","11148417a52f5913bb2ed16130e90f6003a64ee5",14,"No",6.6666666666666,2,9,2852.5
"99","115b67af10e2cea5b477ce8067fa9d660d21c1e9",9,"No",20,2,66,173004
"100","115b67af10e2cea5b477ce8067fa9d660d21c1e9",9,"Yes",22.5,2,2,717.5
"101","115b67af10e2cea5b477ce8067fa9d660d21c1e9",11,"No",66.6666666666667,8,54,46206.75
"102","115b67af10e2cea5b477ce8067fa9d660d21c1e9",14,"No",86.6666666666667,4,9,1157.5
"103","119e2aae09de71c28d672fcf620424da56b7575b",1,"No",0,2,17,2091
"104","1221f0542312b87c245fe3ff22ee5eda6402c8b5",14,"No",13.3333333333334,2,5,1095
"105","1236c0c92adfd5e1262b7919216fdb9de63f647f",5,"Yes",44.4444444444445,2,14,712
"106","12827052fefc98663747d925d481e533ebd7b139",2,"No",0,2,12,479
"107","12827052fefc98663747d925d481e533ebd7b139",14,"No",32,2,20,7220
"108","12827052fefc98663747d925d481e533ebd7b139",15,"No",0,3,8,491
"109","1375a4ea72bd171941f90b75d34df156f1d3af5f",1,"No",0,2,5,203207
"110","1375a4ea72bd171941f90b75d34df156f1d3af5f",4,"No",0,3,10,28733.3333333333
"111","1375a4ea72bd171941f90b75d34df156f1d3af5f",8,"No",87.5,2,8,94382.5
"112","13c39ec939b5b52d794e2f059cd24aa9e018452c",11,"No",0,4,12,347
"113","149715164f6f4e005796fdb1308999ebef21589f",4,"Yes",25,2,10,1088.5
"114","14b002e049d81ab808538958bba80b4ab07276fa",2,"No",0,8,197,41604.375
"115","14ee9507f43609b1c34aa42b2e6428b76f711a27",11,"No",0,4,82,26142.75
"116","14ee9507f43609b1c34aa42b2e6428b76f711a27",14,"No",0,2,8,882
"117","15830567cd0a0816ce5d84fca19f5af78418efe4",14,"No",0,3,50,374369.333333333
"118","15830567cd0a0816ce5d84fca19f5af78418efe4",14,"Yes",6.6666666666666,2,18,34138.5
"119","15963b090152bc8cbe1d2610d06f4661ff297b69",14,"No",20,8,41,935
"120","160e18adf255533e99acef650ac8f8f2ffba836d",2,"No",0,2,6,3588
"121","161c24a8a0b926103fdc459c5184f997b9a80608",4,"No",0,2,84,131769.5
"122","161c24a8a0b926103fdc459c5184f997b9a80608",5,"No",0,2,66,249547
"123","161c24a8a0b926103fdc459c5184f997b9a80608",7,"No",0,2,21,679.5
"124","166fbb37dbd6e0cacbb21fdbb770ff18d7fd8fd7",2,"No",10,2,25,3299
"125","16e5cb5d4f9fb5679c23a94d21e562922b91b865",2,"No",0,2,292,1092235
"126","16e5cb5d4f9fb5679c23a94d21e562922b91b865",5,"No",88.8888888888889,3,31,35520
"127","16e5cb5d4f9fb5679c23a94d21e562922b91b865",15,"No",0,2,15,636.5
"128","1746ab79276c98032f0b46ef975f1ab793f990ef",5,"No",11.1111111111111,3,17,1634.66666666667
"129","17e6c1def1d4f96c0251a6155258117103ba4dec",14,"No",0,2,23,84798
"130","180237c360c486b446441f6247f83d6a67358ebc",8,"No",0,2,35,24362.5
"131","1816b81f474c46a77a3a9f2651cdd781da16f708",4,"No",0,2,20,608006
"132","185df1534e18f7eed8077371210ab375e2a6c5aa",7,"No",0,3,18,24501
"133","185df1534e18f7eed8077371210ab375e2a6c5aa",8,"No",0,2,6,1702
"134","185df1534e18f7eed8077371210ab375e2a6c5aa",14,"No",86.6666666666667,15,42,6554.53333333333
"135","185df1534e18f7eed8077371210ab375e2a6c5aa",14,"Yes",21.3333333333334,2,3,1899.5
"136","18dbd477322da84c0200b4efb3983f6b80442476",1,"No",0,2,344,1594725
"137","18dbd477322da84c0200b4efb3983f6b80442476",15,"Yes",20,3,38,317176.666666667
"138","19a7c735132531f9ac8dff777183ddba1e1c30d4",11,"No",0,2,72,5063.5
"139","19ce2b2f528f43af7d850bde7646d2caf4f39480",2,"No",0,7,64,13433
"140","19e4d191f5f003e594efaf83010b7912a8c7f6b1",2,"No",0,2,18,166954
"141","1a182edb570396b86f839fdf0fb09739638bb13b",2,"No",0,6,146,98892.8333333333
"142","1a182edb570396b86f839fdf0fb09739638bb13b",4,"No",0,2,20,1142.5
"143","1a182edb570396b86f839fdf0fb09739638bb13b",5,"No",44.4444444444444,2,52,41467.5
"144","1a182edb570396b86f839fdf0fb09739638bb13b",7,"No",0,3,76,55613
"145","1a182edb570396b86f839fdf0fb09739638bb13b",8,"No",0,2,21,3774
"146","1a182edb570396b86f839fdf0fb09739638bb13b",9,"No",87.5,3,20,29199
"147","1a182edb570396b86f839fdf0fb09739638bb13b",11,"No",-22.2222222222223,2,13,42400.5
"148","1a182edb570396b86f839fdf0fb09739638bb13b",14,"No",86.6666666666667,5,60,18312.2
"149","1a182edb570396b86f839fdf0fb09739638bb13b",14,"Yes",68,2,36,28697
"150","1a182edb570396b86f839fdf0fb09739638bb13b",15,"No",80,2,8,68043.5
"151","1a182edb570396b86f839fdf0fb09739638bb13b",15,"Yes",12,2,20,54682.5
"152","1a5e46e195ce1350d1bdcdc236e5251794f3fcec",1,"Yes",12.5,2,15,43490
"153","1a5e46e195ce1350d1bdcdc236e5251794f3fcec",5,"Yes",22.2222222222222,3,17,6857.33333333333
"154","1a733be34f382362ce3aab8c7db35b41755e65c1",2,"No",75,6,15,691.666666666667
"155","1cadd0097438bc92ddbad6c148c4cb00d7081e24",11,"No",0,3,6,293
"156","1cb158b8ad99f9f318ecdbc508f22c1c9df5e8f6",5,"Yes",11.1111111111111,2,33,90883.5
"157","1d4857852e5303f37886444ddce7cb8ce9f563a2",5,"Yes",11.1111111111111,2,37,726837
"158","1d84dc50186424ab88c70ee9b9ac7a6df2648949",14,"Yes",37.3333333333333,2,7,620.5
"159","1db2a6041567f37381a0cad4d6ed5870021f832a",15,"Yes",30,2,18,212786.5
"160","1e95611b3ac6534ba5fad2d551de36d96a6eb4dd",1,"No",0,3,113,433858.666666667
"161","1faedfa9244629952bd4e8149f0ece771d61747d",5,"No",0,3,13,614.333333333333
"162","1faedfa9244629952bd4e8149f0ece771d61747d",5,"Yes",11.1111111111111,2,36,728
"163","1faedfa9244629952bd4e8149f0ece771d61747d",11,"No",0,4,25,584
"164","1faedfa9244629952bd4e8149f0ece771d61747d",11,"Yes",44.4444444444445,2,12,29405.5
"165","1faedfa9244629952bd4e8149f0ece771d61747d",14,"No",33.3333333333334,4,23,672.25
"166","1faedfa9244629952bd4e8149f0ece771d61747d",14,"Yes",26.6666666666667,2,8,33692
"167","1fcdad68d18a5b3d27255677233c810f6a63ea5e",5,"No",0,3,135,63594
"168","1fcdad68d18a5b3d27255677233c810f6a63ea5e",7,"No",0,4,8,285.75
"169","1fcdad68d18a5b3d27255677233c810f6a63ea5e",8,"No",0,5,18,11044.4
"170","2089aea714b549841c0ab4cdd9afcd7f9e49381d",2,"No",0,2,108,22140
"171","2089aea714b549841c0ab4cdd9afcd7f9e49381d",7,"No",0,3,19,926.333333333333
"172","2091c50fe7d25d011f1e34f3e642807c5df8e2b0",2,"No",0,2,112,39707
"173","20ebd6cbb11c2c033a5d405bede7447315594d62",5,"Yes",11.1111111111111,2,23,2740.5
"174","21178fce172828e218a1099a6b814b294623287c",14,"Yes",6.6666666666667,2,15,37500.5
"175","21b5407c1004489655bdd13c175c08c4ec9ceae6",9,"No",0,3,13,80168.3333333333
"176","21b5407c1004489655bdd13c175c08c4ec9ceae6",11,"No",13.3333333333333,2,9,99487
"177","221e45322f243a845fe514dd9137bf4fcde26b58",2,"No",0,2,11,1665
"178","226fdba9215b6391767ab378103595e5b9ebf6da",4,"No",0,2,13,166472.5
"179","226fdba9215b6391767ab378103595e5b9ebf6da",5,"No",88.8888888888889,4,21,105626
"180","226fdba9215b6391767ab378103595e5b9ebf6da",5,"Yes",33.3333333333333,3,43,24532.3333333333
"181","229328f3089bbece431abd711f47cfd7a4a0fb0f",0,"Yes",5.55550257364909,3,416,170558.666666667
"182","229328f3089bbece431abd711f47cfd7a4a0fb0f",3,"No",8.3333333333333,2,107,168535
"183","22ab26a382dd1ad7d3269a16ef4f31da702a820c",15,"No",20,2,14,72473
"184","23140282e799d9dc330ff2ad54794985d573551a",9,"No",0,3,10,13000.3333333333
"185","23140282e799d9dc330ff2ad54794985d573551a",9,"Yes",12.5,2,10,6380.5
"186","2325ae1ebddded125eb9485b9bbf62704ddb65c9",5,"Yes",11.1111111111111,2,5,1128.5
"187","2325ae1ebddded125eb9485b9bbf62704ddb65c9",14,"Yes",13.3333333333333,3,33,15660.6666666667
"188","237a16b8c041d48345818f5ce929247f2923bee3",2,"No",0,3,31,20544.3333333333
"189","23a8759b1b63b030f8949054619a83142fd9ec1e",5,"Yes",11.1111111111111,2,33,7296.5
"190","23a8759b1b63b030f8949054619a83142fd9ec1e",8,"No",0,2,60,249680
"191","23e3ab87373bedfb5a956d633a77458d54e1693d",8,"No",25,4,64,39821
"192","23e3ab87373bedfb5a956d633a77458d54e1693d",8,"Yes",37.5,2,36,33992
"193","23e3ab87373bedfb5a956d633a77458d54e1693d",11,"No",88.8888888888889,2,4,1757
"194","23e3ab87373bedfb5a956d633a77458d54e1693d",11,"Yes",73.3333333333333,2,43,25132.5
"195","2422c49369e6063a592a01cd2fdce45951a7a30c",5,"Yes",11.1111111111111,2,17,7809.5
"196","246b1198b00de93e08d1df6bcd1a7ecb9556b4e4",8,"No",0,2,7,8576.5
"197","24acc2fc1caeb05b153ab1f69e459a0ea126bbd1",1,"No",22.5,2,41,19048.5
"198","24acc2fc1caeb05b153ab1f69e459a0ea126bbd1",4,"No",0,2,11,1492.5
"199","24fed9b599157cfd6167166f4f8a8f50bb0bca95",5,"No",0,2,21,114859.5
"200","2500130920900bec81e445c7f0fab35716a3a1f7",1,"No",100,4,10,1209.5
"201","2500130920900bec81e445c7f0fab35716a3a1f7",1,"Yes",37.5,2,6,720
"202","2500130920900bec81e445c7f0fab35716a3a1f7",5,"No",88.8888888888889,5,25,49239
"203","2500130920900bec81e445c7f0fab35716a3a1f7",9,"No",75,6,14,37119.5
"204","2500130920900bec81e445c7f0fab35716a3a1f7",14,"No",18.6666666666667,3,21,7543.66666666667
"205","255bf208b3ffd3a31553f3d9ab46378e7d1af709",5,"No",0,2,6,1706
"206","255bf208b3ffd3a31553f3d9ab46378e7d1af709",5,"Yes",22.2222222222222,2,4,1714
"207","255bf208b3ffd3a31553f3d9ab46378e7d1af709",8,"No",37.5,3,10,5767
"208","255bf208b3ffd3a31553f3d9ab46378e7d1af709",8,"Yes",25,2,8,4550.5
"209","255bf208b3ffd3a31553f3d9ab46378e7d1af709",9,"No",0,4,11,1070.5
"210","255bf208b3ffd3a31553f3d9ab46378e7d1af709",11,"No",0,2,23,30418
"211","255bf208b3ffd3a31553f3d9ab46378e7d1af709",14,"No",26.6666666666667,14,60,18754.4285714286
"212","255bf208b3ffd3a31553f3d9ab46378e7d1af709",14,"Yes",20,4,19,68409
"213","263a2a918c1ad026ecf2206356c07aced7148a5d",1,"Yes",12.5,2,5,187
"214","263a2a918c1ad026ecf2206356c07aced7148a5d",2,"No",0,4,12,323.75
"215","263a2a918c1ad026ecf2206356c07aced7148a5d",4,"No",-25,4,37,85816.25
"216","263a2a918c1ad026ecf2206356c07aced7148a5d",11,"No",0,3,28,22643.3333333333
"217","263a2a918c1ad026ecf2206356c07aced7148a5d",11,"Yes",11.1111111111111,2,7,850.5
"218","263a2a918c1ad026ecf2206356c07aced7148a5d",14,"No",0,2,3,3673.5
"219","268fae9b33158804e2c782a1feb36a1b7360ac3a",1,"No",0,3,73,171438
"220","268fae9b33158804e2c782a1feb36a1b7360ac3a",2,"No",0,5,73,88995.6
"221","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",1,"No",0,4,15,30281.75
"222","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",2,"No",0,2,9,816.5
"223","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",5,"No",77.7777777777778,2,5,342
"224","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",8,"No",75,3,167,552128
"225","2785084ddb3fe5aecd9c096f9f39ea1a9cfcc7c3",1,"No",0,2,124,168375
"226","2785084ddb3fe5aecd9c096f9f39ea1a9cfcc7c3",2,"No",0,2,9,24060.5
"227","2785084ddb3fe5aecd9c096f9f39ea1a9cfcc7c3",2,"Yes",50,2,7,3813.5
"228","279169a83bb95ec428c7b1a9a32cabf7adcc59ba",1,"No",0,2,14,3615.5
"229","27ba1ae97afe0e43ee4e329070b047c7e013d31d",8,"No",0,7,52,10997.1428571429
"230","27ba1ae97afe0e43ee4e329070b047c7e013d31d",11,"No",75.5555555555556,3,36,61101.3333333333
"231","27ba1ae97afe0e43ee4e329070b047c7e013d31d",14,"No",48,4,8,59195.25
"232","27c8986e29ba50d4a3569f787c5ae15b4151fbd8",1,"Yes",25,2,17,19414
"233","280d80151b863a328c76277f899a5081d7ac7a26",4,"No",0,6,42,38244.5
"234","28c112b103f7aaaa75d9a6dc6600f90a9dec8843",14,"No",0,5,217,117795.6
"235","28cb86e6af551e5abf2ccac2e93da8613e861e2b",5,"No",53.3333333333333,5,16,2398.8
"236","28cb86e6af551e5abf2ccac2e93da8613e861e2b",8,"No",12.5,3,12,560.333333333333
"237","28cb86e6af551e5abf2ccac2e93da8613e861e2b",14,"No",80,12,73,16485
"238","28cb86e6af551e5abf2ccac2e93da8613e861e2b",14,"Yes",73.3333333333333,3,37,29648
"239","28cb86e6af551e5abf2ccac2e93da8613e861e2b",15,"Yes",40,2,12,16534.5
"240","2962e09cb0b4171b758078de9d0b2aa93982857e",8,"No",0,3,36,1187.66666666667
"241","2962e09cb0b4171b758078de9d0b2aa93982857e",9,"No",25,2,8,384.5
"242","2962e09cb0b4171b758078de9d0b2aa93982857e",11,"Yes",17.7777777777777,2,21,1066.5
"243","2a5ce5bb822699d3672de70304618c7afd0cef06",2,"Yes",30,2,30,800
"244","2a5ce5bb822699d3672de70304618c7afd0cef06",8,"No",75,3,327,271177
"245","2a5ce5bb822699d3672de70304618c7afd0cef06",8,"Yes",0,2,24,6871.5
"246","2a5ce5bb822699d3672de70304618c7afd0cef06",14,"No",93.3333333333333,3,19,17890
"247","2a5ce5bb822699d3672de70304618c7afd0cef06",14,"Yes",20,2,21,968
"248","2a5ce5bb822699d3672de70304618c7afd0cef06",15,"No",40,7,257,125294.285714286
"249","2bb77875d72e27bac0be8968414676ffc5340d88",9,"No",25,2,24,2149.5
"250","2bb77875d72e27bac0be8968414676ffc5340d88",11,"No",0,2,7,835.5
"251","2bb77875d72e27bac0be8968414676ffc5340d88",14,"No",0,2,8,1927.5
"252","2c4054409c49de881b69ce4370a29f4485d20217",2,"Yes",20,2,11,279
"253","2c4054409c49de881b69ce4370a29f4485d20217",4,"No",0,4,31,1183
"254","2c4054409c49de881b69ce4370a29f4485d20217",14,"No",14.6666666666666,3,5,1221
"255","2c4054409c49de881b69ce4370a29f4485d20217",14,"Yes",40,3,4,512.333333333333
"256","2c59aa6708237c77b5eb6ec987f4934f2724fd89",3,"Yes",8.3333333333333,2,45,2021746
"257","2c83329355a1bbede94bee5a78266bc7c1e6ca84",11,"No",0,2,13,41593
"258","2ccfa2409a65568b3230218442d8ebd0fa7f7ba6",4,"No",75,4,217,183785.5
"259","2ccfa2409a65568b3230218442d8ebd0fa7f7ba6",5,"No",0,4,107,54984.75
"260","2ccfa2409a65568b3230218442d8ebd0fa7f7ba6",5,"Yes",44.4444444444445,2,113,319278.5
"261","2ccfa2409a65568b3230218442d8ebd0fa7f7ba6",8,"No",-25,4,34,35289
"262","2ccfa2409a65568b3230218442d8ebd0fa7f7ba6",8,"Yes",62.5,4,71,13615.75
"263","2ccfa2409a65568b3230218442d8ebd0fa7f7ba6",9,"No",75,4,44,13389
"264","2ccfa2409a65568b3230218442d8ebd0fa7f7ba6",9,"Yes",27.5,2,25,52357
"265","2ccfa2409a65568b3230218442d8ebd0fa7f7ba6",11,"Yes",13.3333333333334,2,4,1291.5
"266","2ccfa2409a65568b3230218442d8ebd0fa7f7ba6",14,"No",0,2,41,46577
"267","2ccfa2409a65568b3230218442d8ebd0fa7f7ba6",14,"Yes",6.6666666666667,4,13,170023.5
"268","2ce4ec68ce0e34f8720732a56b506b273a3fb1af",1,"No",-82.5,2,16,4886.5
"269","2ce4ec68ce0e34f8720732a56b506b273a3fb1af",1,"Yes",0,2,19,3119
"270","2ce4ec68ce0e34f8720732a56b506b273a3fb1af",4,"No",75,2,14,775
"271","2ce4ec68ce0e34f8720732a56b506b273a3fb1af",4,"Yes",50,2,8,77676
"272","2d12351ebc2ddc94e8b9ffae96e5607de02fdf2e",11,"No",0,2,36,2312.5
"273","2d59f207c7e6817a0e49ccecb9a24f1ce4bb4272",2,"Yes",25,2,8,554937.5
"274","2d8133a73249aa3b57150cc920e81eec25b2222c",8,"No",0,4,95,65085.75
"275","2d8133a73249aa3b57150cc920e81eec25b2222c",9,"No",0,2,17,28887.5
"276","2d8133a73249aa3b57150cc920e81eec25b2222c",14,"No",86.6666666666667,3,19,330744.666666667
"277","2dc5b6c68be2ab4a7fa740c7445abbbcf287ab7c",5,"No",0,2,2,2251.5
"278","2dc5b6c68be2ab4a7fa740c7445abbbcf287ab7c",14,"No",0,2,35,245795
"279","2dc5b6c68be2ab4a7fa740c7445abbbcf287ab7c",15,"Yes",20,2,3,118406.5
"280","2df31ff82947c122b1847462cc4e0e4daf33a60d",4,"No",0,2,57,504408
"281","2df31ff82947c122b1847462cc4e0e4daf33a60d",9,"Yes",52.5,2,5,119886.5
"282","2e57b38d54cfb71bbf9f966c061cc3dbd46e1f91",2,"Yes",5,2,4,104
"283","2e57b38d54cfb71bbf9f966c061cc3dbd46e1f91",14,"No",0,2,10,3835.5
"284","2e9bffcd1de6756969620e12e86bc20d610ec77d",5,"No",0,5,76,3474.4
"285","2ecd0629ce5d85b0da6ae945c1aa6fe60bf10afe",4,"Yes",50,2,23,42287
"286","2ecd0629ce5d85b0da6ae945c1aa6fe60bf10afe",11,"No",33.3333333333334,2,8,879
"287","2f259ef50715773223714d00e96729b206cde05f",1,"No",0,3,43,1069.66666666667
"288","2f259ef50715773223714d00e96729b206cde05f",2,"No",0,5,32,872.8
"289","2f259ef50715773223714d00e96729b206cde05f",7,"No",0,4,59,144474
