,ProblemID,UserID,SubmissionNumber,DistinctVideoChange,TimeStamp,TimeSinceLast,Grade,GradeDiff,NVideoEvents,NForumEvents,NumberOfThreadsLaunched,SeenVideo,ComAndPost,NumberOfPauses,NumberOfThreadViews,ScoreRelevantEvents,AverageVideoTimeDiffs,NumberOfPlays,NumberOfComments,DistinctIds,TotalVideoEvents,TotalForumEvents,DistinctPostIds,NumberOfDownloads,DurationOfVideoActivity,NumberOfSpeedChange,EngagementIndex,NumberOfPosts,NumberOfLoads,SelectiveNumOfEvents,NVideoAndForum_,PlaysDownlsPerVideo,NVideoAndForum,Improved,VideoThreads,SeenVideoForum,VideoForumThreads,TimeSpentPerVideo,TotalNumberSubmissions,MaximumNumberSubmissions,AveragePausesPerVideo,AveragePlaysPerVideo,NumberOfPlaysPosts,AverageNVideoEvents,AverageNForumEvents,SumAverages,Speed,SubmissionsLeft,AggregatingVideoForum
27,0,8c910c6c6642119ef4b15c1ddc0955d8,2,0.0,1393234145,169.0,83.3333333333,16.6666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1,1,0.0,1.0,0.0,1.0,0.0,1.0,84.5,-1,0.0
28,0,b9fab8a0e2ac3cfcab84152f3953d182,1,7.0,1393680789,329209.0,77.7778307597,33.3333293597,8.0,20.0,0.0,0.0,0.0,0.0,10.0,10.0,46884.0,0.0,0.0,7.0,8.0,0.0,13.0,0.0,328190.0,0.0,0.0,0.0,8.0,8.0,28.0,0.0,28.0,1,80.0,0.0,38.0,41023.75,1,1,0.0,0.0,0.0,1.14285714286,1.53846153846,2.68131868132,164604.5,0,0.0
29,0,14f9e3bdea3c102d487f559e15dd0538,1,,1393283406,2126.0,72.2221692403,-11.111164093,0.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,5.0,0.0,1,5,,,0.0,0.0,1.33333333333,1.33333333333,1063.0,4,0.0
30,0,f70a6221fef7d4f12464bd00c1120793,5,1.0,1394448639,165.0,100.0,16.6666666667,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,30.0,3.0,0.0,0.0,1.0,6.0,6.0,1.0,6.0,1,0.0,0.0,0.0,5.0,1,1,1.0,1.0,0.0,6.0,0.0,6.0,82.5,-4,0.0
31,0,0e80b030ba4b7d14641a0b993972de3a,1,3.0,1400602597,2889349.0,77.7778307597,27.7778307597,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2301.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,1,0.0,0.0,0.0,767.0,1,2,0.0,0.0,0.0,1.0,0.0,1.0,1444674.5,1,0.0
32,0,efb88d15be6d93870543b03eb6acdaa5,2,5.0,1393446769,255719.0,77.7778307597,11.111164093,214.0,0.0,0.0,1.0,0.0,83.0,0.0,0.0,810.0,78.0,0.0,5.0,167.0,0.0,0.0,0.0,172533.0,0.0,0.0,0.0,6.0,167.0,214.0,15.0,214.0,1,0.0,0.0,0.0,806.228971963,1,1,16.6,15.6,0.0,42.8,0.0,42.8,127859.5,-1,0.0
33,0,b006af64f7c88cfbeb88e637cb9388fe,1,2.0,1394097104,92286.0,100.0,16.6666666667,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1981.0,2.0,0.0,2.0,13.0,0.0,0.0,0.0,23779.0,6.0,0.0,0.0,5.0,13.0,13.0,1.0,13.0,1,0.0,0.0,0.0,1829.15384615,1,1,0.0,1.0,0.0,6.5,0.0,6.5,46143.0,0,0.0
34,0,2088b1e928e39af71c61cd400c7a2a2e,1,2.0,1393429897,259.0,94.4444974264,5.55566151937,6.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,26.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,131.0,1.0,0.0,0.0,1.0,6.0,6.0,1.0,6.0,1,0.0,0.0,0.0,21.8333333333,1,1,1.0,1.0,0.0,3.0,0.0,3.0,129.5,0,0.0
35,0,d1e1b02b9839211dcbfe0d4fc94389af,1,1.0,1393089018,162.0,100.0,16.6666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,1.0,0.0,1.0,81.0,1,0.0
36,0,80c92a4a1ac0b9427100d49a748b190e,2,1.0,1393941303,62741.0,88.888835907,0.0,1.0,30.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,0.0,31.0,0,15.0,0.0,46.0,0.0,1,1,0.0,0.0,0.0,1.0,2.14285714286,3.14285714286,31370.5,-1,0.0
37,0,d474cb15951c3cecfcfe5f55f1c1f3d4,1,1.0,1393898699,32894.0,94.4444974264,-5.55550257365,7.0,9.0,0.0,1.0,3.0,0.0,5.0,10.0,6.0,2.0,1.0,1.0,4.0,2.0,5.0,0.0,41.0,0.0,8.0,2.0,2.0,4.0,16.0,2.0,16.0,0,35.0,9.0,21.0,5.85714285714,1,1,0.0,2.0,4.0,7.0,1.8,8.8,16447.0,0,4.0
38,0,47f2aa151f35551f1850b6211596d847,3,5.0,1393064118,88938.0,83.3333333333,-16.6666666667,178.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,295.0,28.0,0.0,5.0,80.0,0.0,0.0,6.0,52389.0,15.0,0.0,0.0,5.0,74.0,178.0,6.0,178.0,0,0.0,0.0,0.0,294.320224719,1,3,5.2,5.6,0.0,35.6,0.0,35.6,44469.0,0,0.0
39,0,ccca9557c5472183ffb13829cd4136db,3,13.0,1394618566,176316.0,83.3333333333,-16.6666666667,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,13.0,13.0,0.0,0.0,13.0,418.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,13.0,0,0.0,0.0,0.0,32.1538461538,1,3,0.0,0.0,0.0,1.0,0.0,1.0,88158.0,0,0.0
40,0,a9950bdb14fecd81b5e41b6e0203bded,1,9.0,1394740970,114959.0,100.0,5.55550257365,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13478.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,107824.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,9.0,1,0.0,0.0,0.0,11980.4444444,1,1,0.0,0.0,0.0,1.0,0.0,1.0,57479.5,0,0.0
41,0,61ed82491d913cbb9c7579393436706b,2,10.0,1394885729,1349350.0,77.7778307597,-22.2221692403,88.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,9340.0,21.0,0.0,10.0,77.0,0.0,0.0,14.0,812582.0,14.0,0.0,0.0,6.0,63.0,88.0,3.0,88.0,0,0.0,0.0,0.0,9233.88636364,1,2,2.2,2.1,0.0,8.8,0.0,8.8,674675.0,0,0.0
42,0,27639dbeaa86e3d0ef60dfdb2b996fb3,1,1.0,1395341008,242842.0,77.7778307597,16.666662693,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,61.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,2.0,4.0,4.0,1.0,4.0,1,0.0,0.0,0.0,45.75,1,1,1.0,1.0,0.0,4.0,0.0,4.0,121421.0,0,0.0
43,0,d76e77db4b4b0de2166a11ed7fe59f2e,1,,1394233114,4941.0,61.1111680667,-22.2221652667,0.0,22.0,1.0,0.0,1.0,0.0,7.0,8.5,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0,0.0,0.0,29.0,0.0,1,1,,,0.0,0.0,2.2,2.2,2470.5,0,0.0
44,0,f0330d388e20056bca25c6aba4a55bd5,2,2.0,1393246857,157240.0,83.3333333333,5.55550257365,123.0,3.0,0.0,1.0,0.0,25.0,0.0,0.0,48.0,23.0,0.0,2.0,53.0,0.0,2.0,0.0,5963.0,2.0,0.0,0.0,3.0,53.0,126.0,11.0,126.0,1,0.0,3.0,126.0,48.4796747967,1,2,12.5,11.5,0.0,61.5,1.5,63.0,78620.0,0,0.0
45,0,c1ef777e51a07df0692e3fd3860d1c67,1,2.0,1397897020,4592.0,100.0,16.6666666667,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,2.0,4.0,4.0,1.0,4.0,1,0.0,0.0,0.0,14.0,1,1,0.0,1.0,0.0,2.0,0.0,2.0,2296.0,0,0.0
46,0,8c772e4ef512326e397da90432db4258,10,9.0,1394963362,1816129.0,72.2221692403,-27.7778307597,149.0,21.0,0.0,1.0,0.0,35.0,8.0,8.0,4654.0,32.0,0.0,9.0,84.0,0.0,10.0,0.0,688912.0,8.0,0.0,0.0,9.0,84.0,170.0,3.0,170.0,0,1192.0,21.0,178.0,4623.5704698,1,10,3.88888888889,3.55555555556,0.0,16.5555555556,2.1,18.6555555556,908064.5,0,0.0
47,0,2988b2553fc9985f66deed38c5f0a9b2,1,4.0,1394561364,681844.0,77.7778307597,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74153.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,519074.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,8.0,0,0.0,0.0,0.0,64884.25,2,2,0.0,0.0,0.0,2.0,0.0,2.0,227281.333333,1,0.0
48,0,2988b2553fc9985f66deed38c5f0a9b2,2,2.0,1395005482,444118.0,100.0,22.2221692403,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44275.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,442752.0,0.0,0.0,0.0,11.0,11.0,11.0,0.0,11.0,1,0.0,0.0,0.0,40250.1818182,2,2,0.0,0.0,0.0,1.83333333333,0.0,1.83333333333,148039.333333,0,0.0
49,0,d49132472c36f6b3abb627b125239b06,1,3.0,1396392402,941341.0,77.7778307597,-16.6666666667,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0,0.0,0.0,0.0,5.33333333333,1,1,0.0,0.0,0.0,1.0,0.0,1.0,470670.5,0,0.0
50,0,33dc7013fd2333c7b816f590668a9b6c,1,3.0,1394528518,519660.0,77.7778307597,-5.55550257365,307.0,21.0,0.0,1.0,0.0,101.0,10.0,10.0,1475.0,102.0,0.0,3.0,225.0,0.0,11.0,0.0,451480.0,14.0,0.0,0.0,8.0,225.0,328.0,34.0,328.0,0,3070.0,21.0,338.0,1470.61889251,1,1,33.6666666667,34.0,0.0,102.333333333,1.90909090909,104.242424242,259830.0,0,0.0
51,0,de0e945e9a66399bc1418c20a122fb02,2,12.0,1393886568,432913.0,100.0,16.6666666667,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6341.0,1.0,0.0,12.0,15.0,0.0,0.0,12.0,88780.0,0.0,0.0,0.0,1.0,3.0,15.0,1.0,15.0,1,0.0,0.0,0.0,5918.66666667,1,2,0.0833333333333,0.0833333333333,0.0,1.25,0.0,1.25,216456.5,0,0.0
52,0,c08faf7d79db5d0f90f25962bcc40727,3,2.0,1393264265,1560.0,100.0,16.6666666667,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,2.0,7.0,0.0,1.0,0.0,78.0,3.0,0.0,0.0,2.0,7.0,13.0,0.0,13.0,1,0.0,1.0,13.0,6.5,1,3,0.5,0.5,0.0,6.0,1.0,7.0,780.0,0,0.0
53,0,ce4c1db302f8efd988cb4d54608cceb0,3,6.0,1394212161,169208.0,100.0,16.6666666667,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33760.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,168800.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,1,0.0,0.0,0.0,28133.3333333,1,3,0.0,0.0,0.0,1.0,0.0,1.0,84604.0,0,0.0
54,0,3caeae995d5357b5e0531474d443e3ae,1,4.0,1393959462,690110.0,100.0,0.0,28.0,35.0,0.0,1.0,0.0,5.0,18.0,18.0,4419.0,7.0,0.0,4.0,28.0,0.0,17.0,4.0,119317.0,9.0,0.0,0.0,3.0,24.0,63.0,2.0,63.0,0,504.0,35.0,81.0,4261.32142857,1,1,1.25,1.75,0.0,7.0,2.05882352941,9.05882352941,345055.0,0,0.0
55,0,d2549f26174895bd26905dd00e3a7b35,1,4.0,1393954281,8555.0,77.7778307597,0.0,45.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,82.0,15.0,0.0,4.0,36.0,0.0,0.0,0.0,3640.0,0.0,0.0,0.0,7.0,36.0,45.0,3.0,45.0,0,0.0,0.0,0.0,80.8888888889,1,1,3.5,3.75,0.0,11.25,0.0,11.25,4277.5,0,0.0
56,1,d488b936db4019eebb541375aefcf8e2,1,,1393978253,874.0,80.0,80.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,0.0,0.0,10.0,0.0,2,6,,,0.0,0.0,1.2,1.2,291.333333333,5,0.0
57,1,d488b936db4019eebb541375aefcf8e2,6,,1394460484,481301.0,100.0,2.5,0.0,15.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1,0.0,0.0,21.0,0.0,2,6,,,0.0,0.0,2.14285714286,2.14285714286,160433.666667,0,0.0
58,1,61c13669563093d485fd1d1dca85036e,3,,1394811388,665.0,95.0,95.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,1,3,,,0.0,0.0,1.0,1.0,332.5,0,0.0
59,1,42971ce989c13cdbb4b93a7f9a5b8890,2,,1393846422,605.0,87.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,5.0,0.0,1,2,,,0.0,0.0,1.33333333333,1.33333333333,302.5,0,0.0
