,ProblemID,UserID,SubmissionNumber,DistinctVideoChange,TotalNumberSubmissions,MaximumNumberSubmissions,TimeStamp,TimeSinceLast,Grade,GradeDiff,NVideoEvents,NForumEvents,NumberOfThreadsLaunched,SeenVideo,ComAndPost,NumberOfPauses,NumberOfThreadViews,ScoreRelevantEvents,AverageVideoTimeDiffs,NumberOfPlays,NumberOfComments,DistinctIds,TotalVideoEvents,TotalForumEvents,DistinctPostIds,NumberOfDownloads,DurationOfVideoActivity,NumberOfSpeedChange,EngagementIndex,NumberOfPosts,NumberOfLoads,SelectiveNumOfEvents,NVideoAndForum_,PlaysDownlsPerVideo,NVideoAndForum,VideoForumThreads,Speed,VideoThreads,SeenVideoForum,TimeSpentPerVideo,AveragePausesPerVideo,AveragePlaysPerVideo,AggregatingVideoForum,PlaysTimesThreadViews,AverageNVideoEvents,AverageNForumEvents,SumAverages,SubmissionsLeft
10,0,c117fd1d72455e765769f9a0c65dc836,3,0.0,1,3,1393711695,2366.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,1183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57142857143,1.57142857143,0
11,0,6f87c94663a21993bfec2c2c060e60cc,2,5.0,1,2,1394100327,667534.0,0.0,0.0,72.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,82.0,23.0,0.0,5.0,59.0,0.0,0.0,0.0,5835.0,9.0,0.0,0.0,5.0,59.0,72.0,4.0,72.0,0.0,333767.0,0.0,0.0,81.0416666667,4.4,4.6,0.0,0.0,14.4,0.0,14.4,0
12,0,3038c17eb0ce9931fc27ac6e015ced6d,1,7.0,1,1,1395257662,1294484.0,0.0,0.0,16.0,121.0,0.0,1.0,4.0,1.0,44.0,50.0,15625.0,8.0,0.0,7.0,16.0,4.0,38.0,0.0,234389.0,0.0,64.0,4.0,7.0,16.0,137.0,1.0,137.0,181.0,647242.0,704.0,121.0,14649.3125,0.142857142857,1.14285714286,32.0,352.0,2.28571428571,3.18421052632,5.46992481203,0
13,0,ee9ad45bd646541986f47b3791b3b61f,1,5.0,1,1,1395138951,596360.0,0.0,0.0,39.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,15653.0,13.0,0.0,5.0,38.0,0.0,0.0,1.0,594820.0,0.0,0.0,0.0,8.0,37.0,39.0,2.0,39.0,0.0,298180.0,0.0,0.0,15251.7948718,3.2,2.6,0.0,0.0,7.8,0.0,7.8,0
14,0,d81f52097309001cfb90a9bcb17d2d14,4,13.0,4,14,1395328219,1530668.0,0.0,0.0,1124.0,11.0,0.0,1.0,0.0,145.0,5.0,5.0,1245.0,125.0,0.0,13.0,294.0,0.0,6.0,0.0,1398223.0,0.0,0.0,0.0,24.0,294.0,1135.0,9.0,1135.0,1140.0,306133.6,5620.0,11.0,1243.97064057,11.1538461538,9.61538461538,0.0,625.0,86.4615384615,1.83333333333,88.2948717949,10
15,0,d81f52097309001cfb90a9bcb17d2d14,12,3.0,4,14,1398692672,3282782.0,0.0,0.0,1517.0,1.0,0.0,1.0,0.0,205.0,0.0,0.0,1541.0,178.0,0.0,16.0,432.0,0.0,1.0,0.0,2336341.0,0.0,0.0,0.0,49.0,432.0,1518.0,11.0,1518.0,1518.0,656556.4,0.0,1.0,1540.10613052,12.8125,11.125,0.0,0.0,94.8125,1.0,95.8125,2
16,0,d81f52097309001cfb90a9bcb17d2d14,13,-13.0,4,14,1399981965,1289293.0,0.0,0.0,409.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,188.0,27.0,0.0,3.0,59.0,0.0,0.0,0.0,76940.0,0.0,0.0,0.0,3.0,59.0,409.0,9.0,409.0,0.0,257858.6,0.0,0.0,188.117359413,9.66666666667,9.0,0.0,0.0,136.333333333,0.0,136.333333333,1
17,0,d81f52097309001cfb90a9bcb17d2d14,14,0.0,4,14,1400271622,289657.0,0.0,0.0,189.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,1048.0,24.0,0.0,3.0,56.0,0.0,0.0,0.0,197203.0,0.0,0.0,0.0,6.0,56.0,189.0,8.0,189.0,0.0,57931.4,0.0,0.0,1043.4021164,8.66666666667,8.0,0.0,0.0,63.0,0.0,63.0,0
18,0,8acf378e593478795e111ef9f88c1918,1,4.0,2,2,1394122953,609042.0,0.0,0.0,73.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,62.0,20.0,0.0,4.0,59.0,0.0,0.0,0.0,4493.0,15.0,0.0,0.0,5.0,59.0,73.0,5.0,73.0,0.0,203014.0,0.0,0.0,61.5479452055,4.75,5.0,0.0,0.0,18.25,0.0,18.25,1
19,0,8acf378e593478795e111ef9f88c1918,2,8.0,2,2,1394490013,367060.0,0.0,0.0,366.0,0.0,0.0,1.0,0.0,117.0,0.0,0.0,783.0,106.0,0.0,12.0,254.0,0.0,0.0,0.0,285842.0,7.0,0.0,0.0,24.0,254.0,366.0,8.0,366.0,0.0,122353.333333,0.0,0.0,780.989071038,9.75,8.83333333333,0.0,0.0,30.5,0.0,30.5,0
20,0,e5832b5bca443aedab6285a57cc88893,1,2.0,1,1,1395821885,2575821.0,0.0,0.0,37.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,30727.0,9.0,0.0,2.0,37.0,0.0,0.0,0.0,1106177.0,18.0,0.0,0.0,3.0,37.0,37.0,4.0,37.0,0.0,1287910.5,0.0,0.0,29896.6756757,3.5,4.5,0.0,0.0,18.5,0.0,18.5,0
21,0,afc400edb06ed83d0b597ef28b3c2baa,1,4.0,1,1,1393706737,633178.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,316589.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
22,0,ba0fcffcfcea8c810970dfa4509cbc9c,1,9.0,1,1,1393326098,91958.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,9.0,16.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0,9.0,16.0,26.0,0.0,26.0,0.0,45979.0,0.0,0.0,14.8461538462,0.0,0.777777777778,0.0,0.0,2.88888888889,0.0,2.88888888889,0
23,0,f7debdd7a0929d927d33ac8a53ac9505,5,3.0,1,5,1395151438,1639065.0,0.0,0.0,52.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,32128.0,13.0,0.0,3.0,51.0,0.0,0.0,0.0,1638570.0,18.0,0.0,0.0,6.0,51.0,52.0,4.0,52.0,0.0,819532.5,0.0,0.0,31510.9615385,4.66666666667,4.33333333333,0.0,0.0,17.3333333333,0.0,17.3333333333,0
24,0,2f442f9568957d49e8255e45752b135b,3,1.0,1,3,1393332261,9905.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,5.0,4952.5,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0
25,0,17b46a6f879253c70ea7aaba260f417c,2,23.0,1,2,1397766328,4776162.0,0.0,0.0,951.0,292.0,4.0,1.0,16.0,305.0,200.0,228.5,4188.0,305.0,9.0,23.0,764.0,11.0,147.0,1.0,3979488.0,112.0,8404.0,7.0,41.0,763.0,1243.0,13.0,1243.0,1443.0,2388081.0,190200.0,292.0,4184.52996845,13.2608695652,13.2608695652,2135.0,61000.0,41.347826087,1.98639455782,43.3342206448,0
26,0,95a8908e60888df3c52d999a3977d595,5,5.0,1,5,1396944589,3163572.0,0.0,0.0,40.0,184.0,0.0,1.0,7.0,13.0,92.0,104.5,275.0,13.0,4.0,5.0,31.0,3.0,44.0,0.0,10757.0,0.0,93.0,3.0,5.0,31.0,224.0,2.0,224.0,316.0,1581786.0,3680.0,184.0,268.925,2.6,2.6,39.0,1196.0,8.0,4.18181818182,12.1818181818,0
27,0,9c5e154703a328527aec012787418b32,1,4.0,1,1,1398700035,28737.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,130.0,11.0,0.0,4.0,30.0,0.0,0.0,0.0,3794.0,2.0,0.0,0.0,4.0,30.0,30.0,2.0,30.0,0.0,14368.5,0.0,0.0,126.466666667,3.25,2.75,0.0,0.0,7.5,0.0,7.5,0
28,0,e5ec801c36b4070b39f4430898da24ed,2,19.0,1,2,1397899492,3623692.0,0.0,0.0,165.0,161.0,0.0,1.0,0.0,49.0,66.0,66.0,19985.0,52.0,0.0,19.0,134.0,0.0,55.0,0.0,3277559.0,1.0,0.0,0.0,32.0,134.0,326.0,2.0,326.0,392.0,1811846.0,10890.0,161.0,19863.9939394,2.57894736842,2.73684210526,0.0,3432.0,8.68421052632,2.92727272727,11.6114832536,0
29,1,fdadbeb634aefddfde792fe95a029e44,3,18.0,1,3,1395005511,181402.0,0.0,0.0,63.0,19.0,1.0,1.0,3.0,8.0,5.0,9.5,103.0,7.0,0.0,18.0,37.0,4.0,9.0,18.0,6425.0,0.0,148.0,3.0,4.0,19.0,82.0,1.0,82.0,87.0,90701.0,315.0,19.0,101.984126984,0.444444444444,0.388888888889,21.0,35.0,3.5,2.11111111111,5.61111111111,0
30,1,82698188a2165b2c416d058d02a4b8a8,1,0.0,1,1,1393537023,440.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0
31,1,1f0f996e8732a4a9b5a772807fbbbf7c,3,0.0,1,3,1393837321,1239.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,619.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33333333333,1.33333333333,0
32,1,e52a5d3ed924768cca137b57a07b7152,1,0.0,1,1,1394984846,262.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
33,1,091e1715590612a08e37d7581f9627ab,1,0.0,1,1,1395001266,423.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,211.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0
34,1,feb289ffe71255290634046a778f286f,9,0.0,1,9,1396219657,12670.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,6335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0
35,1,730a65f226b0663226b38ae00ccab79a,2,0.0,1,2,1393507115,399.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,199.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
36,1,b10cec6c961b3d24a019a42d96c5b656,3,0.0,1,3,1394193127,508.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33333333333,1.33333333333,0
37,1,61d60a6987d8adac0277f81e03f3d088,1,0.0,1,1,1393882248,605.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,302.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16666666667,2.16666666667,0
38,1,c545dddcb6da8ff2ce1419bcc53e9a5c,3,0.0,1,3,1394658076,934.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
39,1,de103396d1946ef88adafeb90d120538,4,0.0,1,4,1395006465,1251.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,625.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0
40,1,4ae6bc295263f9263cce7a992f67ec75,1,0.0,1,1,1393692531,8439.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,6.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,4219.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0
41,1,87a2ff2ab8d415ae9bb1b483f59ac7e1,1,0.0,1,1,1393767041,406.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0
42,1,39fd14ad7d5ca0fb4123f777840abb11,1,0.0,1,1,1394353786,395.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,197.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16666666667,1.16666666667,0
43,1,dca23ec20158b03b5e6dc32fc6be829f,4,0.0,1,4,1395017199,1619.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,24.0,809.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77777777778,1.77777777778,0
44,1,066678f6e8a8017a71b0d8d204e0a299,2,0.0,2,4,1394460194,490.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,163.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2
45,1,066678f6e8a8017a71b0d8d204e0a299,4,0.0,2,4,1394466691,6165.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,19.0,2055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.75,0
46,1,b81f196dfa0ce503d615f5b18576fa52,5,0.0,1,5,1394565730,5598.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,2799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33333333333,1.33333333333,0
47,1,9c5dde73b058a83dcc4415eb053329a6,1,4.0,1,1,1394270253,644316.0,0.0,0.0,136.0,46.0,0.0,1.0,0.0,60.0,16.0,16.0,511.0,57.0,0.0,4.0,127.0,0.0,19.0,0.0,69061.0,6.0,0.0,0.0,4.0,127.0,182.0,14.0,182.0,198.0,322158.0,2176.0,46.0,507.801470588,15.0,14.25,0.0,912.0,34.0,2.42105263158,36.4210526316,0
48,1,a5c1c99037f5de02ce8cf68e536cf064,8,18.0,1,8,1394643383,1110733.0,0.0,0.0,35.0,14.0,0.0,1.0,0.0,5.0,4.0,4.0,30330.0,5.0,0.0,18.0,32.0,0.0,6.0,18.0,1031234.0,0.0,0.0,0.0,4.0,14.0,49.0,1.0,49.0,53.0,555366.5,140.0,14.0,29463.8285714,0.277777777778,0.277777777778,0.0,20.0,1.94444444444,2.33333333333,4.27777777778,0
49,1,1b162bec4da40c41fc9462088dfce575,8,0.0,3,15,1395879619,440.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7
50,1,1b162bec4da40c41fc9462088dfce575,10,0.0,3,15,1396106440,226728.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,6.0,15.0,0.0,0.0,0.0,914.0,8.0,0.0,0.0,6.0,15.0,15.0,0.0,15.0,0.0,56682.0,0.0,0.0,60.9333333333,0.0,0.166666666667,0.0,0.0,2.5,0.0,2.5,5
51,1,1b162bec4da40c41fc9462088dfce575,15,0.0,3,15,1396870802,763253.0,0.0,0.0,0.0,22.0,1.0,0.0,2.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,31.0,190813.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0
52,1,e586c0b45a1556cc71eda8c48251356d,1,0.0,2,3,1394710176,363.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55555555556,1.55555555556,2
53,1,e586c0b45a1556cc71eda8c48251356d,3,0.0,2,3,1394711426,987.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375,1.375,0
54,1,9a92234e628b9125ee9f2f2550da5881,3,0.0,2,4,1393707243,188.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,62.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1
55,1,9a92234e628b9125ee9f2f2550da5881,4,0.0,2,4,1393708231,988.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,329.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.75,0
56,1,7f87937060f5160a38606a4aa453f266,2,9.0,1,2,1394874344,18063.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,9.0,10.0,0.0,0.0,10.0,1346.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.0,9031.5,0.0,0.0,134.6,0.0,0.0,0.0,0.0,1.11111111111,0.0,1.11111111111,0
57,1,a46db07dbac1e73fc13519d987c52ad3,2,0.0,2,3,1394392048,197.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,65.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
58,1,a46db07dbac1e73fc13519d987c52ad3,3,0.0,2,3,1394392648,600.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
59,1,296e023dbc622c0263796c80512f8085,1,0.0,2,2,1393969774,250.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,83.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14285714286,1.14285714286,1
60,1,296e023dbc622c0263796c80512f8085,2,0.0,2,2,1395080401,1110627.0,0.0,0.0,12.0,76.0,0.0,1.0,0.0,0.0,50.0,50.0,46724.0,0.0,0.0,11.0,12.0,0.0,46.0,8.0,513966.0,0.0,0.0,0.0,4.0,4.0,88.0,0.0,88.0,138.0,370209.0,600.0,76.0,42830.5,0.0,0.0,0.0,0.0,1.09090909091,1.65217391304,2.74308300395,0
